x1,x2,y
-2.344883607716203,0.7085058416662533,0.0
0.25162666075154294,0.3260751549820343,0.0
0.2522582043152555,1.0823665457115925,0.0
-0.7420004512395836,1.8708359811464768,0.0
-0.6427995067592671,1.0481032768609881,0.0
-1.6636713618694867,0.8760669866428413,0.0
-2.0938211905904325,1.9113241177295373,0.0
-1.2774161781136228,-0.14035383367818466,0.0
-0.8438360389768266,1.062228631962137,0.0
-0.1658884934676893,0.9380292464678159,0.0
-1.0631494272411066,1.5394821879693548,0.0
-1.9572793170881062,1.6398670191950422,0.0
-1.4075522381279961,0.26896368650087743,0.0
-1.8369468303331915,1.7600617188930703,0.0
-0.3118490664687902,0.22176289351543044,0.0
-1.7376889026503988,1.063254989073455,0.0
-0.24625925257660675,0.48547987601118725,0.0
-0.3039889773259885,1.4194506553065642,0.0
-0.894361371130499,1.198647640269088,0.0
-0.9224948650180631,1.6627180781679027,0.0
-0.35464052045054384,1.1478138957071482,0.0
-0.0436382419412098,-0.9236334847911445,0.0
-1.0077553192085573,0.1984115090408809,0.0
-0.9652074320866756,1.4439320270551845,0.0
-1.6922343980282235,1.857111344923534,0.0
-1.2074002574059004,0.7794850042490813,0.0
-1.5810124617253816,1.5832667234524125,0.0
-0.2507552368425372,2.011451400815109,0.0
-0.10558772118863291,1.2430008055461048,0.0
-3.0776095375379198,1.416981128751504,0.0
-1.486727013420982,0.49444266222896094,0.0
-1.2140329871013746,0.8513381696788636,0.0
-0.7482027132465241,1.2035987936158845,0.0
-1.5696543522393682,1.6396261635855027,0.0
-0.4723271681031146,2.375986515116753,0.0
-0.872849711143967,1.1211369794560258,0.0
0.29724585356097233,2.00788381289322,0.0
-1.1299889858593501,1.4563191725795286,0.0
-1.1192746668254634,1.1353931931180088,0.0
-0.2677386603490246,1.061695810723513,0.0
-1.6768133275811286,0.36953865410920117,0.0
-1.38639925395152,1.7779598260344005,0.0
-1.1822314878150184,1.3625955661751636,0.0
-0.9368264908588104,1.5242741849377568,0.0
-1.545169131801861,1.6295575099744077,0.0
-1.2870597873791447,0.09193367219888948,0.0
-1.8584852410550625,0.4549783144396482,0.0
-1.6469677749146676,0.139123872909947,0.0
-0.6233952861199024,0.4506057368097639,0.0
-1.6648623802811902,-0.030463462928390195,0.0
-1.6178035127502053,0.690761391901265,0.0
-0.4068604522353887,1.242036891259331,0.0
-1.1769058655916642,0.9181289701707834,0.0
-1.3238512690799435,1.1248557764236562,0.0
-0.6376439917671408,0.6957863783951084,0.0
-1.0553542119658872,1.0132874871400335,0.0
-1.4204491858773123,1.0293865625581278,0.0
-1.5591086880065679,1.6824172811229174,0.0
-0.8094552827625671,0.9481972184105385,0.0
-0.9379474165947468,0.07348280653905193,0.0
-0.23687452875953074,1.135251397193131,0.0
0.21697887411766703,0.4680348304402897,0.0
-2.2041217588583937,2.400450718136301,0.0
-1.4011716345166927,1.7754544295612933,0.0
